"tidspunkt"	"lufttryk"	"temperatur"	"luftfugtighed"
"22.07.2009 10:00:00"	983.35	22.75	76.3
"22.07.2009 12:00:00"	983.35	22.98	69.24
"22.07.2009 14:00:00"	983.8	25.12	55.78
"22.07.2009 16:00:00"	983.19	26.02	50.06
"22.07.2009 18:00:00"	982.36	26.86	47.19
"22.07.2009 20:00:00"	981.87	24.16	53.49
"22.07.2009 22:00:00"	981.57	21.65	61.13
"23.07.2009 00:00:00"	981.24	18.93	73.7
"23.07.2009 02:00:00"	981.3	20.06	68.85
"23.07.2009 04:00:00"	979.01	19.16	74.1
"23.07.2009 06:00:00"	978.92	20.53	69.84
"23.07.2009 08:00:00"	978.17	23.57	60.59
"23.07.2009 10:00:00"	979.94	23.78	64.16
"23.07.2009 12:00:00"	979.74	20.49	79.1
"23.07.2009 14:00:00"	979.13	21.49	76.9
"23.07.2009 16:00:00"	978.71	18.9	85.1
"23.07.2009 18:00:00"	979.52	22.4	65.47
"23.07.2009 20:00:00"	980.37	20.34	74
"23.07.2009 22:00:00"	982.66	18.72	79.9
"24.07.2009 00:00:00"	984.18	15.11	93.4
"24.07.2009 02:00:00"	985.26	15.15	93.4
"24.07.2009 04:00:00"	985.53	14.31	94
"24.07.2009 06:00:00"	985.97	14.71	95.9
"24.07.2009 08:00:00"	986.48	17.17	82.9
"24.07.2009 10:00:00"	986.86	18.36	71.7
"24.07.2009 12:00:00"	987.55	18.49	68.95
"24.07.2009 14:00:00"	986.84	20.7	57.97
"24.07.2009 16:00:00"	986.73	20.48	57.21
"24.07.2009 18:00:00"	987.6	15.46	79.9
"24.07.2009 20:00:00"	987.18	16.05	71.8
"24.07.2009 22:00:00"	988.69	15.03	78
"25.07.2009 00:00:00"	988.99	14.32	85.8
"25.07.2009 02:00:00"	989.87	13.31	88.8
"25.07.2009 04:00:00"	989.9	12.88	90
"25.07.2009 06:00:00"	990.83	13	89.5
"25.07.2009 08:00:00"	991.68	14.65	80
"25.07.2009 10:00:00"	992.13	16.53	62.45
"25.07.2009 12:00:00"	992.33	17.27	61.15
"25.07.2009 14:00:00"	992.82	16.19	71.8
"25.07.2009 16:00:00"	993.38	16.77	65.29
"25.07.2009 18:00:00"	994.27	17.84	64.57
"25.07.2009 20:00:00"	994.88	15.14	75.7
"25.07.2009 22:00:00"	995.53	13.06	90.5
"26.07.2009 00:00:00"	996.11	13.48	83.8
"26.07.2009 02:00:00"	996.31	12.64	84.9
"26.07.2009 04:00:00"	996.54	12.03	85.8
"26.07.2009 06:00:00"	996.72	12.13	86
"26.07.2009 08:00:00"	996.81	15.52	73.7
"26.07.2009 10:00:00"	996.07	18.1	51.85
"26.07.2009 12:00:00"	995.59	19.56	47.6
"26.07.2009 14:00:00"	994.99	20.43	42.28
"26.07.2009 16:00:00"	994.37	20.82	40.75
"26.07.2009 18:00:00"	993.38	21.77	43.67
"26.07.2009 20:00:00"	992.93	18.24	52.42
"26.07.2009 22:00:00"	992.96	15.42	64.3
"27.07.2009 00:00:00"	992.8	13.9	73.5
"27.07.2009 02:00:00"	991.76	12.81	79.9
"27.07.2009 04:00:00"	991.21	11.43	86.9
"27.07.2009 06:00:00"	990.7	12.59	82.7
"27.07.2009 08:00:00"	989.97	16.6	66.5
"27.07.2009 10:00:00"	988.45	22.53	48.82
"27.07.2009 12:00:00"	987.22	24.54	40.86
"27.07.2009 14:00:00"	985.44	25.93	37.05
"27.07.2009 16:00:00"	984.62	27.42	34.61
"27.07.2009 18:00:00"	984.45	27.47	34.24
"27.07.2009 20:00:00"	984.69	24.59	42.45
"27.07.2009 22:00:00"	985.88	22.57	52.21
"28.07.2009 00:00:00"	987.53	18.24	74.4
"28.07.2009 02:00:00"	988.77	18.18	72.1
"28.07.2009 04:00:00"	990.11	16.54	83.8
"28.07.2009 06:00:00"	991.86	15.74	74.7
"28.07.2009 08:00:00"	993.25	15.92	72.4
"28.07.2009 10:00:00"	993.83	17.97	60.66
"28.07.2009 12:00:00"	993.85	20.31	47.19
"28.07.2009 14:00:00"	993.77	22	44.29
"28.07.2009 16:00:00"	993.56	22.74	40.02
"28.07.2009 18:00:00"	993.65	23.24	37.38
"28.07.2009 20:00:00"	994.26	20.16	46.22
"28.07.2009 22:00:00"	994.88	17	66.8
"29.07.2009 00:00:00"	995.13	14.55	76.2
"29.07.2009 02:00:00"	994.95	13.5	79.7
"29.07.2009 04:00:00"	995.02	11.45	87.8
"29.07.2009 06:00:00"	994.99	11.84	86.1
"29.07.2009 08:00:00"	995.32	15.85	73
"29.07.2009 10:00:00"	994.42	21.6	50.45
"29.07.2009 12:00:00"	993.06	23.73	38.38
"29.07.2009 14:00:00"	991.57	24.83	37.65
"29.07.2009 16:00:00"	990.58	26.18	34.81
"29.07.2009 18:00:00"	989.73	25.75	38.04
"29.07.2009 20:00:00"	989.35	22.35	48.36
"29.07.2009 22:00:00"	989.42	18.71	63.09
"30.07.2009 00:00:00"	988.5	15.55	75.3
"30.07.2009 02:00:00"	986.93	15.26	75.4
"30.07.2009 04:00:00"	986.97	13.97	80.6
"30.07.2009 06:00:00"	986.78	15.93	74.5
"30.07.2009 08:00:00"	988.45	20.93	61.57
"30.07.2009 10:00:00"	990.58	21.54	54.87
"30.07.2009 12:00:00"	991.73	22.58	43.59
"30.07.2009 14:00:00"	992.82	21.88	40
"30.07.2009 16:00:00"	993.28	21.43	41.62
"30.07.2009 18:00:00"	993.51	22.1	40.95
"30.07.2009 20:00:00"	994.4	19.02	45.31
"30.07.2009 22:00:00"	995.2	16.65	56.21
"31.07.2009 00:00:00"	995.66	14.08	61.88
"31.07.2009 02:00:00"	996.35	11.77	79.4
"31.07.2009 04:00:00"	997.24	10.98	83.3
"31.07.2009 06:00:00"	997.78	11.38	80.3
"31.07.2009 08:00:00"	998	12.97	77.4
"31.07.2009 10:00:00"	997.91	16.72	55.77
"31.07.2009 12:00:00"	997.11	18.29	49.98
"31.07.2009 14:00:00"	996.44	18.94	45.83
"31.07.2009 16:00:00"	995.55	19.98	41.62
"31.07.2009 18:00:00"	995.03	19.18	44.34
"31.07.2009 20:00:00"	994.82	17.89	49.29
"31.07.2009 22:00:00"	994.93	15.68	62.83
"01.08.2009 00:00:00"	994.43	12.88	72.8
"01.08.2009 02:00:00"	993.55	11.25	76.6
"01.08.2009 04:00:00"	992.74	9.7	83.2
"01.08.2009 06:00:00"	992.35	10.13	82.9
"01.08.2009 08:00:00"	991.46	15.48	64.62
"01.08.2009 10:00:00"	990.11	21.4	52.04
"01.08.2009 12:00:00"	988.7	23.99	45.03
"01.08.2009 14:00:00"	987.17	26.15	40.7
"01.08.2009 16:00:00"	986.2	25.99	41.41
"01.08.2009 18:00:00"	985.49	26.26	39.92
"01.08.2009 20:00:00"	984.99	23.65	50.06
"01.08.2009 22:00:00"	985.24	18.43	70.1
"02.08.2009 00:00:00"	984.59	16.19	78.9
"02.08.2009 02:00:00"	984.27	14.21	85.5
"02.08.2009 04:00:00"	983.69	12.48	90.9
"02.08.2009 06:00:00"	983.22	13.11	87.7
"02.08.2009 08:00:00"	983.42	15.93	81.5
"02.08.2009 10:00:00"	982.73	24.01	57.08
"02.08.2009 12:00:00"	982.8	27.7	39.69
"02.08.2009 14:00:00"	983.17	26.62	42.39
"02.08.2009 16:00:00"	983.64	24.86	47.31
"02.08.2009 18:00:00"	984.58	22.87	55.4
"02.08.2009 20:00:00"	985.51	21.04	66.46
"02.08.2009 22:00:00"	985.66	20.29	69.31
"03.08.2009 00:00:00"	985.96	19.15	74.2
"03.08.2009 02:00:00"	986.62	17.08	85.3
"03.08.2009 04:00:00"	987.04	16.11	86.3
"03.08.2009 06:00:00"	987.6	14.16	93.6
"03.08.2009 08:00:00"	988.59	14.16	88.9
"03.08.2009 10:00:00"	989.55	16.51	77
"03.08.2009 12:00:00"	989.43	18.08	64.24
"03.08.2009 14:00:00"	989.23	18.97	53.49
"03.08.2009 16:00:00"	989.13	19.59	56.45
"03.08.2009 18:00:00"	989.35	19.76	54.46
"03.08.2009 20:00:00"	990.03	17.56	62.69
"03.08.2009 22:00:00"	990.73	15.86	69.57
"04.08.2009 00:00:00"	991.09	14.86	74.2
"04.08.2009 02:00:00"	991.94	14.23	72.9
"04.08.2009 04:00:00"	992.07	12.19	82.9
"04.08.2009 06:00:00"	992.84	11.65	84.6
"04.08.2009 08:00:00"	993.54	16.3	70.7
"04.08.2009 10:00:00"	993.91	18.88	63.3
"04.08.2009 12:00:00"	993.89	20.09	53.86
"04.08.2009 14:00:00"	993.65	20.71	53.61
"04.08.2009 16:00:00"	993.52	21.88	47.2
"04.08.2009 18:00:00"	993.63	21.13	49.72
"04.08.2009 20:00:00"	994.17	19.57	54.79
"04.08.2009 22:00:00"	995.37	16.09	68.93
"05.08.2009 00:00:00"	995.49	13.49	76.8
"05.08.2009 02:00:00"	995.62	11.81	80.1
"05.08.2009 04:00:00"	995.99	10.29	87
"05.08.2009 06:00:00"	996.35	11.07	83.7
"05.08.2009 08:00:00"	996.25	15.19	70.7
"05.08.2009 10:00:00"	995.85	20.62	44.62
"05.08.2009 12:00:00"	995.53	22.01	42.61
"05.08.2009 14:00:00"	995.07	22.63	41.88
"05.08.2009 16:00:00"	994.5	24.03	37.45
"05.08.2009 18:00:00"	994.22	23.94	42.98
"05.08.2009 20:00:00"	994.63	21.52	55.46
"05.08.2009 22:00:00"	995.43	18.37	68.69
"06.08.2009 00:00:00"	995.53	15.61	79.2
"06.08.2009 02:00:00"	995.28	13.69	87.7
"06.08.2009 04:00:00"	995.21	12.44	91.5
"06.08.2009 06:00:00"	995.62	12.93	87.6
"06.08.2009 08:00:00"	995.68	16.99	74.2
"06.08.2009 10:00:00"	995.34	22.5	56.51
"06.08.2009 12:00:00"	994.54	24.15	46.91
"06.08.2009 14:00:00"	993.78	25.28	42.12
"06.08.2009 16:00:00"	993.4	25.82	41.74
"06.08.2009 18:00:00"	993.01	25.53	42.49
"06.08.2009 20:00:00"	993.17	23.01	47.94
"06.08.2009 22:00:00"	993.49	19.48	61.08
"07.08.2009 00:00:00"	993.53	17.08	72.8
"07.08.2009 02:00:00"	993.17	15.42	81.6
"07.08.2009 04:00:00"	993.27	13.95	86.6
"07.08.2009 06:00:00"	993.33	14.05	86.3
"07.08.2009 08:00:00"	993.51	19.07	68.85
"07.08.2009 10:00:00"	993	23.47	58.25
"07.08.2009 12:00:00"	992.08	25.77	42.52
"07.08.2009 14:00:00"	991.43	26.82	40.31
"07.08.2009 16:00:00"	990.72	27.49	37.61
"07.08.2009 18:00:00"	990.58	26.98	39.59
"07.08.2009 20:00:00"	990.78	23.72	48.04
"07.08.2009 22:00:00"	991.53	21.5	57.94
"08.08.2009 00:00:00"	991.88	19.18	66.2
"08.08.2009 02:00:00"	991.69	16.23	76.5
"08.08.2009 04:00:00"	991.1	14.18	84.3
"08.08.2009 06:00:00"	991.1	15.17	80.7
"08.08.2009 08:00:00"	991.2	18.9	69.83
"08.08.2009 10:00:00"	990.95	23.89	54.63
"08.08.2009 12:00:00"	990.12	25.8	43.5
"08.08.2009 14:00:00"	989.6	26.73	40.78
"08.08.2009 16:00:00"	989.1	26.73	42.52
"08.08.2009 18:00:00"	989.1	25.7	43.04
"08.08.2009 20:00:00"	990.23	20.98	64.31
"08.08.2009 22:00:00"	991.18	19.87	69.39
"09.08.2009 00:00:00"	991.28	18.32	80.8
"09.08.2009 02:00:00"	991.17	17.6	82.7
"09.08.2009 04:00:00"	990.95	17.12	87.8
"09.08.2009 06:00:00"	991.2	16.94	88.4
"09.08.2009 08:00:00"	991.8	16.76	92
"09.08.2009 10:00:00"	991.52	19.09	81.9
"09.08.2009 12:00:00"	990.95	21.28	64.66
"09.08.2009 14:00:00"	990.69	22.56	56.61
"09.08.2009 16:00:00"	989.96	23.61	50.85
"09.08.2009 18:00:00"	989.47	23.29	52.76
"09.08.2009 20:00:00"	989.45	22.2	57.68
"09.08.2009 22:00:00"	989.57	20.33	61.69
"10.08.2009 00:00:00"	989.69	18.18	67.69
"10.08.2009 02:00:00"	989.18	16.84	75
"10.08.2009 04:00:00"	988.87	15.53	80
"10.08.2009 06:00:00"	988.74	14.52	88.7
"10.08.2009 08:00:00"	988.55	17.97	77.9
"10.08.2009 10:00:00"	988.08	23.86	61.03
"10.08.2009 12:00:00"	987.13	25.17	51.85
"10.08.2009 14:00:00"	987.63	20.19	69.02
"10.08.2009 16:00:00"	988.39	18.63	86.8
"10.08.2009 18:00:00"	988.04	18.11	91
"10.08.2009 20:00:00"	987.94	17.74	95.4
"10.08.2009 22:00:00"	988.15	16.71	92.1
"11.08.2009 00:00:00"	988.13	15.85	96.9
"11.08.2009 02:00:00"	988.5	17.51	90.1
"11.08.2009 04:00:00"	988.63	16.66	88
"11.08.2009 06:00:00"	989.6	15.47	92.6
"11.08.2009 08:00:00"	989.88	16.58	91.6
"11.08.2009 10:00:00"	990.2	18.21	76.7
"11.08.2009 12:00:00"	990.21	19.38	70.8
"11.08.2009 14:00:00"	990.6	19.51	71.6
"11.08.2009 16:00:00"	990.5	20.76	65.65
"11.08.2009 18:00:00"	990.28	21.08	64.04
"11.08.2009 20:00:00"	990.65	18.88	73
"11.08.2009 22:00:00"	991.32	18.32	76.3
"12.08.2009 00:00:00"	991.61	17.5	78.5
"12.08.2009 02:00:00"	991.33	17.57	78.8
"12.08.2009 04:00:00"	991.7	16.04	86.7
"12.08.2009 06:00:00"	992.03	15.24	88
"12.08.2009 08:00:00"	992.29	17.21	76.5
"12.08.2009 10:00:00"	992.18	17.84	70.9
"12.08.2009 12:00:00"	991.36	20.03	61.22
"12.08.2009 14:00:00"	990.43	21.9	57.31
"12.08.2009 16:00:00"	989.85	21	60.18
"12.08.2009 18:00:00"	989.17	19.58	67.76
"12.08.2009 20:00:00"	989.29	16.16	90.1
"12.08.2009 22:00:00"	988.37	15.67	95.3
"13.08.2009 00:00:00"	988	15.44	95.9
"13.08.2009 02:00:00"	987.77	14.59	90.8
"13.08.2009 04:00:00"	987.64	13.85	92.5
"13.08.2009 06:00:00"	988.2	14.24	90.1
"13.08.2009 08:00:00"	988.74	15.93	81.9
"13.08.2009 10:00:00"	989.34	18.44	62.89
"13.08.2009 12:00:00"	989.07	19.93	54.15
"13.08.2009 14:00:00"	989.01	20.28	51.04
"13.08.2009 16:00:00"	988.47	20.47	51.77
"13.08.2009 18:00:00"	988.37	19.49	55.35
"13.08.2009 20:00:00"	988.8	17.98	62.87
"13.08.2009 22:00:00"	989.6	16.63	71.1
"14.08.2009 00:00:00"	990.22	13.15	87
"14.08.2009 02:00:00"	990.83	12.22	91.9
"14.08.2009 04:00:00"	990.94	11.49	91.6
"14.08.2009 06:00:00"	991.48	10.71	95.4
"14.08.2009 08:00:00"	992.43	14.21	82.2
"14.08.2009 10:00:00"	992.63	16.76	68.58
"14.08.2009 12:00:00"	992.42	17.99	63.97
"14.08.2009 14:00:00"	991.81	19.52	54.23
"14.08.2009 16:00:00"	991.24	21.99	43.24
"14.08.2009 18:00:00"	991.31	21.21	46
"14.08.2009 20:00:00"	991.57	17.86	59.55
"14.08.2009 22:00:00"	992.18	14.73	72.4
"15.08.2009 00:00:00"	992.57	13.22	78.5
"15.08.2009 02:00:00"	992.55	11.16	86.5
"15.08.2009 04:00:00"	992.24	9.87	93.1
"15.08.2009 06:00:00"	992.49	9.78	93.6
"15.08.2009 08:00:00"	992.54	14.19	77.4
"15.08.2009 10:00:00"	991.86	20.81	58.45
"15.08.2009 12:00:00"	991.2	23.95	42.55
"15.08.2009 14:00:00"	990.08	26.51	39.47
"15.08.2009 16:00:00"	989.35	27.7	33.6
"15.08.2009 18:00:00"	988.86	27.06	35.9
"15.08.2009 20:00:00"	989.24	22.98	45.66
"15.08.2009 22:00:00"	989.79	19.63	57.17
"16.08.2009 00:00:00"	989.9	16.64	69.23
"16.08.2009 02:00:00"	989.57	13.8	84
"16.08.2009 04:00:00"	989.57	12.51	89.4
"16.08.2009 06:00:00"	989.52	12.98	87.1
"16.08.2009 08:00:00"	989.71	17.2	74.9
"16.08.2009 10:00:00"	989.11	25.33	50.83
"16.08.2009 12:00:00"	988.49	27.88	38.95
"16.08.2009 14:00:00"	987.66	29.9	34.92
"16.08.2009 16:00:00"	987.11	30.04	35.13
"16.08.2009 18:00:00"	986.65	28.49	41.62
"16.08.2009 20:00:00"	987.06	25.77	45.71
"16.08.2009 22:00:00"	987.35	22.04	59.66
"17.08.2009 00:00:00"	987.47	19.91	70.3
"17.08.2009 02:00:00"	987.43	19.81	70.4
"17.08.2009 04:00:00"	987.6	17.8	81.5
"17.08.2009 06:00:00"	987.82	16.61	85.5
"17.08.2009 08:00:00"	988.07	19.41	78.6
"17.08.2009 10:00:00"	987.68	22.93	62.04
"17.08.2009 12:00:00"	987.12	25.51	52.8
"17.08.2009 14:00:00"	986.1	26.95	49.53
"17.08.2009 16:00:00"	984.42	28.06	46.47
"17.08.2009 18:00:00"	983.92	21.74	78
"17.08.2009 20:00:00"	985.14	19.77	89
"17.08.2009 22:00:00"	987.16	21.17	61.5
"18.08.2009 00:00:00"	988.99	18.62	63.74
"18.08.2009 02:00:00"	990.53	16.83	75.3
"18.08.2009 04:00:00"	991.56	15.25	81.8
"18.08.2009 06:00:00"	992.92	14.28	83.9
"18.08.2009 08:00:00"	994.04	17.17	69.08
"18.08.2009 10:00:00"	994.64	19.05	54.46
"18.08.2009 12:00:00"	994.5	20.59	48.44
"18.08.2009 14:00:00"	994.54	22.58	41.69
"18.08.2009 16:00:00"	994.27	23.35	38.71
"18.08.2009 18:00:00"	993.98	22.83	40.15
"18.08.2009 20:00:00"	994.76	19.83	47.52
"18.08.2009 22:00:00"	995.62	15.9	64.31
"19.08.2009 00:00:00"	996.12	13.41	74.3
"19.08.2009 02:00:00"	995.98	11.48	81.7
"19.08.2009 04:00:00"	996.12	10.41	87.6
"19.08.2009 06:00:00"	996.48	10.3	87.7
"19.08.2009 08:00:00"	996.71	14.83	73
"19.08.2009 10:00:00"	996.72	21.76	52.9
"19.08.2009 12:00:00"	995.95	25.31	41.63
"19.08.2009 14:00:00"	995.27	26.91	38.93
"19.08.2009 16:00:00"	994.35	28.64	36.27
"19.08.2009 18:00:00"	993.78	28.57	37.42
"19.08.2009 20:00:00"	994.32	24.63	46.1
"19.08.2009 22:00:00"	995.12	21.76	53.85
"20.08.2009 00:00:00"	995.52	20.58	59.15
"20.08.2009 02:00:00"	995.28	19.26	62.93
"20.08.2009 04:00:00"	994.93	17.98	67.36
"20.08.2009 06:00:00"	994.88	16.87	73.8
"20.08.2009 08:00:00"	994.76	20.38	63.4
"20.08.2009 10:00:00"	994.34	26.51	49.97
"20.08.2009 12:00:00"	993.28	29.8	41.18
"20.08.2009 14:00:00"	992.17	31.92	36.82
"20.08.2009 16:00:00"	991.19	32.81	30.22
"20.08.2009 18:00:00"	990.33	32.14	33.27
"20.08.2009 20:00:00"	990.21	28.78	40.27
"20.08.2009 22:00:00"	990.33	25.04	50.55
"21.08.2009 00:00:00"	990.16	23.42	54.82
"21.08.2009 02:00:00"	990.76	25.32	49.55
"21.08.2009 04:00:00"	991.23	21.52	63.41
"21.08.2009 06:00:00"	991.58	20.33	69.16
"21.08.2009 08:00:00"	992.99	19.29	79.6
"21.08.2009 10:00:00"	993.36	18	91.3
"21.08.2009 12:00:00"	992.92	20.38	83
"21.08.2009 14:00:00"	992.94	20.81	82.3
"21.08.2009 16:00:00"	991.82	22.11	74.4
"21.08.2009 18:00:00"	993.12	18.42	84.1
"21.08.2009 20:00:00"	993.99	16.27	91.1
"21.08.2009 22:00:00"	994.44	14.88	86.4
"22.08.2009 00:00:00"	995.07	14.39	88.3
"22.08.2009 02:00:00"	995.24	12.62	90
"22.08.2009 04:00:00"	995.58	12.25	93.6
"22.08.2009 06:00:00"	996.02	12.02	95.7
"22.08.2009 08:00:00"	996.97	14.74	85
"22.08.2009 10:00:00"	997.21	17.49	65.21
"22.08.2009 12:00:00"	996.95	19.22	51.95
"22.08.2009 14:00:00"	996.99	20.1	48.11
"22.08.2009 16:00:00"	996.5	19.84	49.01
"22.08.2009 18:00:00"	996.87	20.12	47.1
"22.08.2009 20:00:00"	997.94	16.59	60.22
"22.08.2009 22:00:00"	998.56	13.94	70.7
"23.08.2009 00:00:00"	999.06	11.54	82.7
"23.08.2009 02:00:00"	998.81	10.42	91
"23.08.2009 04:00:00"	998.81	9.25	94.1
"23.08.2009 06:00:00"	998.99	8.61	96.5
"23.08.2009 08:00:00"	999.24	10.68	91.4
"23.08.2009 10:00:00"	998.91	18.54	58.7
"23.08.2009 12:00:00"	997.54	20.87	42.62
"23.08.2009 14:00:00"	996.28	22.21	37.26
"23.08.2009 16:00:00"	994.71	22.41	39.04
"23.08.2009 18:00:00"	993.57	21.92	42.05
"23.08.2009 20:00:00"	993.27	19.19	50.52
"23.08.2009 22:00:00"	993.04	16.78	59.49
"24.08.2009 00:00:00"	992.56	15.32	62.69
"24.08.2009 02:00:00"	991.57	14.27	65.51
"24.08.2009 04:00:00"	990.84	11.32	79.2
"24.08.2009 06:00:00"	989.97	10.91	82.4
"24.08.2009 08:00:00"	989.38	16.26	63.95
"24.08.2009 10:00:00"	988.07	20.68	43.88
"24.08.2009 12:00:00"	986.78	22.72	36.81
"24.08.2009 14:00:00"	985.23	24.92	35.25
"24.08.2009 16:00:00"	984.08	26.36	32.3
"24.08.2009 18:00:00"	983.22	26.59	36.88
"24.08.2009 20:00:00"	983.58	22.54	47.37
"24.08.2009 22:00:00"	983.77	19.05	58.91
"25.08.2009 00:00:00"	983.59	17.98	64.04
"25.08.2009 02:00:00"	983.45	15.47	76.1
"25.08.2009 04:00:00"	983.66	14.98	79.9
"25.08.2009 06:00:00"	983.81	14.63	81.7
"25.08.2009 08:00:00"	984.05	17.78	71.8
"25.08.2009 10:00:00"	984.32	23.96	57.47
"25.08.2009 12:00:00"	984.44	26.19	51.58
"25.08.2009 14:00:00"	984.47	25.63	54.82
"25.08.2009 16:00:00"	984.94	23.07	63.1
"25.08.2009 18:00:00"	984.44	24.48	52.36
"25.08.2009 20:00:00"	985.51	22.21	63.09
"25.08.2009 22:00:00"	985.81	19.54	72.8
"26.08.2009 00:00:00"	986.16	18.33	81.3
"26.08.2009 02:00:00"	987.11	18.18	85
"26.08.2009 04:00:00"	988.18	17.84	87.4
"26.08.2009 06:00:00"	988.85	17.25	90.2
"26.08.2009 08:00:00"	989.77	18.92	79.6
"26.08.2009 10:00:00"	990.27	19.67	74.4
"26.08.2009 12:00:00"	990.34	19.71	76.4
"26.08.2009 14:00:00"	989.74	21.04	73.2
"26.08.2009 16:00:00"	989.25	21.8	64.78
"26.08.2009 18:00:00"	989.18	21.49	65.17
"26.08.2009 20:00:00"	989.88	19.91	77.1
"26.08.2009 22:00:00"	990.32	18.51	83.8
"27.08.2009 00:00:00"	990.46	16.54	90.1
"27.08.2009 02:00:00"	990.71	15.07	93.9
"27.08.2009 04:00:00"	990.95	14.13	96.6
"27.08.2009 06:00:00"	991.45	12.83	98.3
"27.08.2009 08:00:00"	991.8	13.78	99
"27.08.2009 10:00:00"	991.53	22.35	63.55
"27.08.2009 12:00:00"	990.36	25.44	44.89
"27.08.2009 14:00:00"	989.43	26.46	41.19
"27.08.2009 16:00:00"	988.85	26.77	41.75
"27.08.2009 18:00:00"	988.5	26.71	44.08
"27.08.2009 20:00:00"	988.62	23.85	51.43
"27.08.2009 22:00:00"	988.82	20.2	65.54
"28.08.2009 00:00:00"	988.59	17.62	77
"28.08.2009 02:00:00"	987.76	15.86	84.6
"28.08.2009 04:00:00"	986.93	14.64	88.8
"28.08.2009 06:00:00"	986.43	14.07	91.3
"28.08.2009 08:00:00"	985.68	17.1	79.7
"28.08.2009 10:00:00"	985.36	23.47	56.34
"28.08.2009 12:00:00"	984.25	25.65	45.07
"28.08.2009 14:00:00"	983.8	26.49	41.45
"28.08.2009 16:00:00"	983.78	25.67	46.51
"28.08.2009 18:00:00"	984.58	23.46	45.22
"28.08.2009 20:00:00"	986.1	19.67	51.57
"28.08.2009 22:00:00"	987.73	18.47	55.06
"29.08.2009 00:00:00"	988.4	16.4	53.88
"29.08.2009 02:00:00"	988.25	15.73	57.03
"29.08.2009 04:00:00"	988.84	14.04	62.05
"29.08.2009 06:00:00"	989.37	12.81	64.15
"29.08.2009 08:00:00"	990.54	15.4	55.7
"29.08.2009 10:00:00"	991.01	16.44	51.08
"29.08.2009 12:00:00"	991.8	16.39	48.83
"29.08.2009 14:00:00"	991.7	17.71	45.25
"29.08.2009 16:00:00"	991.84	17.22	48.8
"29.08.2009 18:00:00"	992.79	16.27	46.5
"29.08.2009 20:00:00"	994.11	13.81	55.78
"29.08.2009 22:00:00"	994.57	11.84	66.55
"30.08.2009 00:00:00"	995	9.65	74.4
"30.08.2009 02:00:00"	994.68	7.77	83.8
"30.08.2009 04:00:00"	994.77	5.91	91.2
"30.08.2009 06:00:00"	994.75	5.83	90.9
"30.08.2009 08:00:00"	994.41	10.37	74.8
"30.08.2009 10:00:00"	994.28	16.49	49.96
"30.08.2009 12:00:00"	993.43	18.77	40.4
"30.08.2009 14:00:00"	993.03	19.17	40.8
"30.08.2009 16:00:00"	992.44	20.36	38
"30.08.2009 18:00:00"	992.62	19.12	39.4
"30.08.2009 20:00:00"	994.06	15.92	55.6
"30.08.2009 22:00:00"	994.7	13.25	67
"31.08.2009 00:00:00"	995.07	11.68	73.4
"31.08.2009 02:00:00"	994.88	9.5	81.3
"31.08.2009 04:00:00"	994.74	7.94	87.7
"31.08.2009 06:00:00"	994.31	7.11	90.3
"31.08.2009 08:00:00"	994.64	11.15	74.8
"31.08.2009 10:00:00"	994.3	19.74	47.57
"31.08.2009 12:00:00"	992.91	22.75	37.4
"31.08.2009 14:00:00"	991.65	24.02	32.78
"31.08.2009 16:00:00"	990.41	24.82	31.96
"31.08.2009 18:00:00"	989.35	25.12	32.83
"31.08.2009 20:00:00"	989.71	20.8	40.95
"31.08.2009 22:00:00"	989.56	16.22	55.14
"01.09.2009 00:00:00"	989.35	13.15	68.34
"01.09.2009 02:00:00"	988.37	11.64	72.8
"01.09.2009 04:00:00"	987.82	11.48	73.7
"01.09.2009 06:00:00"	987.36	13.08	72
"01.09.2009 08:00:00"	987.39	17.27	63.94
"01.09.2009 10:00:00"	986.7	25.3	45.67
"01.09.2009 12:00:00"	985.28	28.39	40.9
"01.09.2009 14:00:00"	984.69	29.56	38.27
"01.09.2009 16:00:00"	983.83	30.05	35.78
"01.09.2009 18:00:00"	983.71	28.9	41.21
"01.09.2009 20:00:00"	984.4	26.39	47.06
"01.09.2009 22:00:00"	987.21	20.93	68.79
"02.09.2009 00:00:00"	987.55	16.86	91.5
"02.09.2009 02:00:00"	987.89	16.35	93.7
"02.09.2009 04:00:00"	988.39	15.88	93.8
"02.09.2009 06:00:00"	989.11	15.42	95.1
"02.09.2009 08:00:00"	989.78	17.81	75
"02.09.2009 10:00:00"	989.98	20.14	58.68
"02.09.2009 12:00:00"	989.15	21.37	50.54
"02.09.2009 14:00:00"	987.82	22.7	41.08
"02.09.2009 16:00:00"	986.65	22.76	38.55
"02.09.2009 18:00:00"	985.38	21.92	43.71
"02.09.2009 20:00:00"	985.02	19.14	58.28
"02.09.2009 22:00:00"	983.86	17.33	64.09
"03.09.2009 00:00:00"	982.33	15.88	72.3
"03.09.2009 02:00:00"	980.71	15	83
"03.09.2009 04:00:00"	978.97	14.6	82.7
"03.09.2009 06:00:00"	977.41	15.26	92.6
"03.09.2009 08:00:00"	976.65	16.25	94.3
"03.09.2009 10:00:00"	976.56	17.3	78.1
"03.09.2009 12:00:00"	976.07	16.01	81.8
"03.09.2009 14:00:00"	975.87	19.28	61.31
"03.09.2009 16:00:00"	977.24	18.84	63.42
